"Year"	"Age"	"Female"	"Male"	"Total"
"1983"	"0"	66647	87348	153995
"1983"	"1"	13695	15056	28751
"1983"	"5"	3393	4946	8339
"1983"	"10"	2920	4385	7305
"1983"	"15"	4476	9477	13953
"1983"	"20"	5250	13958	19208
"1983"	"25"	5948	14731	20679
"1983"	"30"	6738	14834	21572
"1983"	"35"	7841	15776	23617
"1983"	"40"	9342	18245	27587
"1983"	"45"	11184	21102	32286
"1983"	"50"	13742	25377	39119
"1983"	"55"	16104	28309	44413
"1983"	"60"	18642	29851	48493
"1983"	"65"	23289	33423	56712
"1983"	"70"	27475	35759	63234
"1983"	"75"	30686	33583	64269
"1983"	"80"	50903	40686	91589
"1984"	"0"	67347	87471	154818
"1984"	"1"	15038	16863	31901
"1984"	"5"	3511	5015	8526
"1984"	"10"	2849	4459	7308
"1984"	"15"	4360	10132	14492
"1984"	"20"	5340	15231	20571
"1984"	"25"	6033	15818	21851
"1984"	"30"	6939	16053	22992
"1984"	"35"	8114	16629	24743
"1984"	"40"	9836	18930	28766
"1984"	"45"	11689	22616	34305
"1984"	"50"	14287	26287	40574
"1984"	"55"	16783	29647	46430
"1984"	"60"	19493	31644	51137
"1984"	"65"	24170	34818	58988
"1984"	"70"	29120	37615	66735
"1984"	"75"	31956	35535	67491
"1984"	"80"	55794	45320	101114
"1985"	"0"	56497	73811	130308
"1985"	"1"	11992	13549	25541
"1985"	"5"	3444	5215	8659
"1985"	"10"	2877	4707	7584
"1985"	"15"	4439	10446	14885
"1985"	"20"	5270	15307	20577
"1985"	"25"	5861	15678	21539
"1985"	"30"	6762	16266	23028
"1985"	"35"	8125	17365	25490
"1985"	"40"	9452	18805	28257
"1985"	"45"	11979	22670	34649
"1985"	"50"	14103	26230	40333
"1985"	"55"	17529	30076	47605
"1985"	"60"	20177	32716	52893
"1985"	"65"	24425	35061	59486
"1985"	"70"	29705	38857	68562
"1985"	"75"	32066	35755	67821
"1985"	"80"	58447	45645	104092
"1986"	"0"	57026	74776	131802
"1986"	"1"	11506	13092	24598
"1986"	"5"	3544	5083	8627
"1986"	"10"	3015	4818	7833
"1986"	"15"	4574	11461	16035
"1986"	"20"	5575	16872	22447
"1986"	"25"	6181	16983	23164
"1986"	"30"	7172	17677	24849
"1986"	"35"	8456	18830	27286
"1986"	"40"	9722	19974	29696
"1986"	"45"	12000	23274	35274
"1986"	"50"	14487	26918	41405
"1986"	"55"	18198	31212	49410
"1986"	"60"	20979	33759	54738
"1986"	"65"	24975	35310	60285
"1986"	"70"	30207	38694	68901
"1986"	"75"	32379	36193	68572
"1986"	"80"	61094	47699	108793
"1987"	"0"	53572	69288	122860
"1987"	"1"	9780	11316	21096
"1987"	"5"	3223	4746	7969
"1987"	"10"	2841	4680	7521
"1987"	"15"	4274	11120	15394
"1987"	"20"	5339	16596	21935
"1987"	"25"	5966	17089	23055
"1987"	"30"	7118	17827	24945
"1987"	"35"	8447	18407	26854
"1987"	"40"	9897	19912	29809
"1987"	"45"	11862	22868	34730
"1987"	"50"	14666	26525	41191
"1987"	"55"	18319	30811	49130
"1987"	"60"	21330	34365	55695
"1987"	"65"	24797	35451	60248
"1987"	"70"	30684	37817	68501
"1987"	"75"	32281	35977	68258
"1987"	"80"	63248	49591	112839
"1988"	"0"	51955	67837	119792
"1988"	"1"	9497	10944	20441
"1988"	"5"	3314	4599	7913
"1988"	"10"	2838	4565	7403
"1988"	"15"	4207	11178	15385
"1988"	"20"	5304	16635	21939
"1988"	"25"	6028	17800	23828
"1988"	"30"	7416	18743	26159
"1988"	"35"	8571	19277	27848
"1988"	"40"	10137	20799	30936
"1988"	"45"	12436	23808	36244
"1988"	"50"	15290	27668	42958
"1988"	"55"	19024	32389	51413
"1988"	"60"	22671	36313	58984
"1988"	"65"	26346	38278	64624
"1988"	"70"	31708	40502	72210
"1988"	"75"	34559	38689	73248
"1988"	"80"	69868	55175	125043
"1989"	"0"	45362	59337	104699
"1989"	"1"	8697	10048	18745
"1989"	"5"	2996	4624	7620
"1989"	"10"	2718	4699	7417
"1989"	"15"	4165	12494	16659
"1989"	"20"	5256	18473	23729
"1989"	"25"	5890	18899	24789
"1989"	"30"	7243	19988	27231
"1989"	"35"	8683	20268	28951
"1989"	"40"	10117	21264	31381
"1989"	"45"	12357	23593	35950
"1989"	"50"	15175	28004	43179
"1989"	"55"	18471	31497	49968
"1989"	"60"	22757	36509	59266
"1989"	"65"	25896	38155	64051
"1989"	"70"	31386	39457	70843
"1989"	"75"	34201	37937	72138
"1989"	"80"	67641	53848	121489
"1990"	"0"	41430	54076	95506
"1990"	"1"	8366	9462	17828
"1990"	"5"	2912	4210	7122
"1990"	"10"	2595	4574	7169
"1990"	"15"	4164	12216	16380
"1990"	"20"	5037	17768	22805
"1990"	"25"	6048	18942	24990
"1990"	"30"	7080	19519	26599
"1990"	"35"	8424	19925	28349
"1990"	"40"	10064	21208	31272
"1990"	"45"	11965	23170	35135
"1990"	"50"	15400	27832	43232
"1990"	"55"	18592	31280	49872
"1990"	"60"	23800	36587	60387
"1990"	"65"	26858	39114	65972
"1990"	"70"	31893	40062	71955
"1990"	"75"	35521	39206	74727
"1990"	"80"	72259	56941	129200
"1991"	"0"	37543	48832	86375
"1991"	"1"	6986	8259	15245
"1991"	"5"	2740	3883	6623
"1991"	"10"	2636	4339	6975
"1991"	"15"	4131	11934	16065
"1991"	"20"	5036	17632	22668
"1991"	"25"	5999	19141	25140
"1991"	"30"	6996	20000	26996
"1991"	"35"	8654	20816	29470
"1991"	"40"	10462	21813	32275
"1991"	"45"	11968	22860	34828
"1991"	"50"	15405	27188	42593
"1991"	"55"	18159	31092	49251
"1991"	"60"	23755	36655	60410
"1991"	"65"	27197	39375	66572
"1991"	"70"	30789	39451	70240
"1991"	"75"	35139	38575	73714
"1991"	"80"	70983	56532	127515
"1992"	"0"	37171	48748	85919
"1992"	"1"	6911	7939	14850
"1992"	"5"	2481	3841	6322
"1992"	"10"	2493	4358	6851
"1992"	"15"	3975	11505	15480
"1992"	"20"	4987	17005	21992
"1992"	"25"	5985	18994	24979
"1992"	"30"	7277	19720	26997
"1992"	"35"	8809	21064	29873
"1992"	"40"	10788	22615	33403
"1992"	"45"	12705	23824	36529
"1992"	"50"	15683	28129	43812
"1992"	"55"	19195	32177	51372
"1992"	"60"	24380	38092	62472
"1992"	"65"	28667	41879	70546
"1992"	"70"	32217	41273	73490
"1992"	"75"	36188	39879	76067
"1992"	"80"	74687	59646	134333
"1993"	"0"	38484	50623	89107
"1993"	"1"	7054	8572	15626
"1993"	"5"	2654	3794	6448
"1993"	"10"	2770	4468	7238
"1993"	"15"	4283	12067	16350
"1993"	"20"	5180	17719	22899
"1993"	"25"	6347	19784	26131
"1993"	"30"	7531	21129	28660
"1993"	"35"	9667	22633	32300
"1993"	"40"	11382	23643	35025
"1993"	"45"	13627	25413	39040
"1993"	"50"	16389	29013	45402
"1993"	"55"	20441	33746	54187
"1993"	"60"	25824	39896	65720
"1993"	"65"	30803	44540	75343
"1993"	"70"	34332	44348	78680
"1993"	"75"	38250	43061	81311
"1993"	"80"	82769	65847	148616
"1994"	"0"	37449	48978	86427
"1994"	"1"	7149	8301	15450
"1994"	"5"	2662	3856	6518
"1994"	"10"	3000	4619	7619
"1994"	"15"	4624	12972	17596
"1994"	"20"	5287	18626	23913
"1994"	"25"	6458	20539	26997
"1994"	"30"	7879	21843	29722
"1994"	"35"	9688	22954	32642
"1994"	"40"	11877	24512	36389
"1994"	"45"	13910	25770	39680
"1994"	"50"	16565	28942	45507
"1994"	"55"	20949	33830	54779
"1994"	"60"	26120	39376	65496
"1994"	"65"	31385	44666	76051
"1994"	"70"	34259	45096	79355
"1994"	"75"	38487	42442	80929
"1994"	"80"	84572	66359	150931
"1995"	"0"	35137	45537	80674
"1995"	"1"	6375	7449	13824
"1995"	"5"	2456	3601	6057
"1995"	"10"	2849	4539	7388
"1995"	"15"	4642	13509	18151
"1995"	"20"	5374	19324	24698
"1995"	"25"	6493	21106	27599
"1995"	"30"	8032	22524	30556
"1995"	"35"	9929	24181	34110
"1995"	"40"	12064	25046	37110
"1995"	"45"	14429	26647	41076
"1995"	"50"	16938	28961	45899
"1995"	"55"	21409	33925	55334
"1995"	"60"	26353	39017	65370
"1995"	"65"	32734	45211	77945
"1995"	"70"	35523	45420	80943
"1995"	"75"	38667	41365	80032
"1995"	"80"	86384	66660	153044
"1996"	"0"	32325	42098	74423
"1996"	"1"	5796	6914	12710
"1996"	"5"	2357	3556	5913
"1996"	"10"	2764	4620	7384
"1996"	"15"	4711	13695	18406
"1996"	"20"	5445	19457	24902
"1996"	"25"	6473	20937	27410
"1996"	"30"	8218	22927	31145
"1996"	"35"	10073	24466	34539
"1996"	"40"	12300	26051	38351
"1996"	"45"	14811	27533	42344
"1996"	"50"	17134	29413	46547
"1996"	"55"	21682	34337	56019
"1996"	"60"	26910	40181	67091
"1996"	"65"	33836	46685	80521
"1996"	"70"	37117	47439	84556
"1996"	"75"	39712	42756	82468
"1996"	"80"	91933	70153	162086
"1997"	"0"	30865	39970	70835
"1997"	"1"	5658	6622	12280
"1997"	"5"	2222	3331	5553
"1997"	"10"	2558	4398	6956
"1997"	"15"	4537	14270	18807
"1997"	"20"	5220	20025	25245
"1997"	"25"	6167	20611	26778
"1997"	"30"	7832	22507	30339
"1997"	"35"	9885	23689	33574
"1997"	"40"	12479	26072	38551
"1997"	"45"	14743	27593	42336
"1997"	"50"	17527	30167	47694
"1997"	"55"	21213	34247	55460
"1997"	"60"	26743	40088	66831
"1997"	"65"	33535	46331	79866
"1997"	"70"	37720	48149	85869
"1997"	"75"	39966	43088	83054
"1997"	"80"	92363	71237	163600
"1998"	"0"	31079	40068	71147
"1998"	"1"	5826	6904	12730
"1998"	"5"	2299	3135	5434
"1998"	"10"	2645	4061	6706
"1998"	"15"	4647	14528	19175
"1998"	"20"	5343	20183	25526
"1998"	"25"	6235	20612	26847
"1998"	"30"	7947	21760	29707
"1998"	"35"	9910	23569	33479
"1998"	"40"	12840	26196	39036
"1998"	"45"	15394	28601	43995
"1998"	"50"	18198	31390	49588
"1998"	"55"	21741	35522	57263
"1998"	"60"	27415	41433	68848
"1998"	"65"	34216	47296	81512
"1998"	"70"	39486	50421	89907
"1998"	"75"	40983	45571	86554
"1998"	"80"	98482	75954	174436
"1999"	"0"	30003	38875	68878
"1999"	"1"	5459	6573	12032
"1999"	"5"	2256	3276	5532
"1999"	"10"	2477	4012	6489
"1999"	"15"	4437	14601	19038
"1999"	"20"	5184	20469	25653
"1999"	"25"	5863	19867	25730
"1999"	"30"	7761	21369	29130
"1999"	"35"	10105	23648	33753
"1999"	"40"	12885	26432	39317
"1999"	"45"	15773	29185	44958
"1999"	"50"	18612	32225	50837
"1999"	"55"	22165	36165	58330
"1999"	"60"	28431	42366	70797
"1999"	"65"	34091	47272	81363
"1999"	"70"	40478	51705	92183
"1999"	"75"	41670	46701	88371
"1999"	"80"	100844	78090	178934
"2000"	"0"	29515	38107	67622
"2000"	"1"	5151	6112	11263
"2000"	"5"	2150	3212	5362
"2000"	"10"	2472	3821	6293
"2000"	"15"	4331	14928	19259
"2000"	"20"	5113	21509	26622
"2000"	"25"	5706	19696	25402
"2000"	"30"	7345	20809	28154
"2000"	"35"	9924	23652	33576
"2000"	"40"	12982	26868	39850
"2000"	"45"	15956	29921	45877
"2000"	"50"	19200	33081	52281
"2000"	"55"	21894	36190	58084
"2000"	"60"	29045	42983	72028
"2000"	"65"	34128	47509	81637
"2000"	"70"	41434	51890	93324
"2000"	"75"	42645	48275	90920
"2000"	"80"	103835	80081	183916
"2001"	"0"	27000	34560	61560
"2001"	"1"	4984	5940	10924
"2001"	"5"	2173	3021	5194
"2001"	"10"	2311	3896	6207
"2001"	"15"	4317	15188	19505
"2001"	"20"	4952	21389	26341
"2001"	"25"	5697	20108	25805
"2001"	"30"	7365	21168	28533
"2001"	"35"	9738	23676	33414
"2001"	"40"	12986	26838	39824
"2001"	"45"	16376	30826	47202
"2001"	"50"	19523	34374	53897
"2001"	"55"	22738	36747	59485
"2001"	"60"	28715	43386	72101
"2001"	"65"	34489	48248	82737
"2001"	"70"	42236	53787	96023
"2001"	"75"	44297	49843	94140
"2001"	"80"	108998	84675	193673
"2002"	"0"	25423	33119	58542
"2002"	"1"	4598	5569	10167
"2002"	"5"	2237	3085	5322
"2002"	"10"	2446	3771	6217
"2002"	"15"	4220	15764	19984
"2002"	"20"	5149	23007	28156
"2002"	"25"	5764	20799	26563
"2002"	"30"	7148	20984	28132
"2002"	"35"	9870	23648	33518
"2002"	"40"	12919	26995	39914
"2002"	"45"	16900	31065	47965
"2002"	"50"	19955	34659	54614
"2002"	"55"	22974	37791	60765
"2002"	"60"	28672	43263	71935
"2002"	"65"	35361	49173	84534
"2002"	"70"	42836	54051	96887
"2002"	"75"	47376	52074	99450
"2002"	"80"	116132	88772	204904
"2003"	"0"	24803	32156	56959
"2003"	"1"	4728	5575	10303
"2003"	"5"	2163	3044	5207
"2003"	"10"	2266	3680	5946
"2003"	"15"	4293	15224	19517
"2003"	"20"	5086	23032	28118
"2003"	"25"	5822	20871	26693
"2003"	"30"	7014	20541	27555
"2003"	"35"	9594	23372	32966
"2003"	"40"	13003	27194	40197
"2003"	"45"	16951	31880	48831
"2003"	"50"	20013	35239	55252
"2003"	"55"	23754	38841	62595
"2003"	"60"	28929	44490	73419
"2003"	"65"	35805	50236	86041
"2003"	"70"	43718	55399	99117
"2003"	"75"	48739	54441	103180
"2003"	"80"	121329	93989	215318
"2004"	"0"	23490	30240	53730
"2004"	"1"	4288	5179	9467
"2004"	"5"	2105	2915	5020
"2004"	"10"	2252	3631	5883
"2004"	"15"	4191	14945	19136
"2004"	"20"	5115	22558	27673
"2004"	"25"	5742	20725	26467
"2004"	"30"	7024	20328	27352
"2004"	"35"	9548	23500	33048
"2004"	"40"	13093	27817	40910
"2004"	"45"	17330	32526	49856
"2004"	"50"	20967	37278	58245
"2004"	"55"	24487	40339	64826
"2004"	"60"	29684	45401	75085
"2004"	"65"	37510	51913	89423
"2004"	"70"	44320	56348	100668
"2004"	"75"	50920	56551	107471
"2004"	"80"	127012	98373	225385
"2005"	"0"	22393	28926	51319
"2005"	"1"	4006	4695	8701
"2005"	"5"	2045	2747	4792
"2005"	"10"	2229	3600	5829
"2005"	"15"	3997	14935	18932
"2005"	"20"	4904	21496	26400
"2005"	"25"	5927	20486	26413
"2005"	"30"	6906	19818	26724
"2005"	"35"	9384	22475	31859
"2005"	"40"	12963	26845	39808
"2005"	"45"	17232	32383	49615
"2005"	"50"	20871	37130	58001
"2005"	"55"	24155	40514	64669
"2005"	"60"	28319	43759	72078
"2005"	"65"	36974	51581	88555
"2005"	"70"	42939	54722	97661
"2005"	"75"	50472	55751	106223
"2005"	"80"	127799	97627	225426
"2006"	"0"	21059	27064	48123
"2006"	"1"	3892	4628	8520
"2006"	"5"	2057	2859	4916
"2006"	"10"	2307	3530	5837
"2006"	"15"	3999	14903	18902
"2006"	"20"	5004	21783	26787
"2006"	"25"	5903	20803	26706
"2006"	"30"	6897	19922	26819
"2006"	"35"	9464	22160	31624
"2006"	"40"	12971	27180	40151
"2006"	"45"	17401	32391	49792
"2006"	"50"	21383	37876	59259
"2006"	"55"	25406	41892	67298
"2006"	"60"	29591	44692	74283
"2006"	"65"	37094	52345	89439
"2006"	"70"	44473	55907	100380
"2006"	"75"	52893	57768	110661
"2006"	"80"	135133	102976	238109
"2007"	"0"	19610	25527	45137
"2007"	"1"	3605	4277	7882
"2007"	"5"	1951	2702	4653
"2007"	"10"	2200	3511	5711
"2007"	"15"	3880	14860	18740
"2007"	"20"	4784	21980	26764
"2007"	"25"	6136	21437	27573
"2007"	"30"	7172	20381	27553
"2007"	"35"	9243	22175	31418
"2007"	"40"	13196	27062	40258
"2007"	"45"	17468	32733	50201
"2007"	"50"	21542	38809	60351
"2007"	"55"	26135	42921	69056
"2007"	"60"	30435	46212	76647
"2007"	"65"	37139	52402	89541
"2007"	"70"	45128	56684	101812
"2007"	"75"	53678	58227	111905
"2007"	"80"	140940	107585	248525
"2008"	"0"	19439	24470	43909
"2008"	"1"	3467	4145	7612
"2008"	"5"	1980	2684	4664
"2008"	"10"	2272	3509	5781
"2008"	"15"	3927	14953	18880
"2008"	"20"	4841	22425	27266
"2008"	"25"	6069	22169	28238
"2008"	"30"	7195	20733	27928
"2008"	"35"	9469	22314	31783
"2008"	"40"	13551	27731	41282
"2008"	"45"	18067	33388	51455
"2008"	"50"	22851	40287	63138
"2008"	"55"	26725	44346	71071
"2008"	"60"	31960	48273	80233
"2008"	"65"	38062	54046	92108
"2008"	"70"	46238	58282	104520
"2008"	"75"	53827	59520	113347
"2008"	"80"	146801	112672	259473
"2009"	"0"	18573	23868	42441
"2009"	"1"	3393	3997	7390
"2009"	"5"	1862	2576	4438
"2009"	"10"	2251	3507	5758
"2009"	"15"	3947	14738	18685
"2009"	"20"	5191	23051	28242
"2009"	"25"	6373	22585	28958
"2009"	"30"	7562	21567	29129
"2009"	"35"	9743	22563	32306
"2009"	"40"	13689	27518	41207
"2009"	"45"	18360	33627	51987
"2009"	"50"	23521	40861	64382
"2009"	"55"	27529	45927	73456
"2009"	"60"	31967	48997	80964
"2009"	"65"	38533	54330	92863
"2009"	"70"	47853	60391	108244
"2009"	"75"	54914	60394	115308
"2009"	"80"	155592	117439	273031
"2010"	"0"	17508	22166	39674
"2010"	"1"	3159	3847	7006
"2010"	"5"	1753	2407	4160
"2010"	"10"	2227	3493	5720
"2010"	"15"	4000	14949	18949
"2010"	"20"	5002	22831	27833
"2010"	"25"	6248	22518	28766
"2010"	"30"	7837	22079	29916
"2010"	"35"	9442	22646	32088
"2010"	"40"	13144	27404	40548
"2010"	"45"	18597	34251	52848
"2010"	"50"	23608	41844	65452
"2010"	"55"	28508	47703	76211
"2010"	"60"	33623	51772	85395
"2010"	"65"	39468	55614	95082
"2010"	"70"	49560	62781	112341
"2010"	"75"	56131	62407	118538
"2010"	"80"	166848	125358	292206
"2011"	"0"	17493	22022	39515
"2011"	"1"	2992	3667	6659
"2011"	"5"	1798	2319	4117
"2011"	"10"	2091	3445	5536
"2011"	"15"	4162	15573	19735
"2011"	"20"	4947	22235	27182
"2011"	"25"	6231	22300	28531
"2011"	"30"	7830	22603	30433
"2011"	"35"	9526	22850	32376
"2011"	"40"	13462	27557	41019
"2011"	"45"	18757	34766	53523
"2011"	"50"	24254	42569	66823
"2011"	"55"	29520	48894	78414
"2011"	"60"	35123	54198	89321
"2011"	"65"	40887	56916	97803
"2011"	"70"	50130	63615	113745
"2011"	"75"	58223	63702	121925
"2011"	"80"	176396	133006	309402
"2012"	"0"	17400	21528	38928
"2012"	"1"	2895	3446	6341
"2012"	"5"	1703	2246	3949
"2012"	"10"	2124	3586	5710
"2012"	"15"	4170	17099	21269
"2012"	"20"	4912	23161	28073
"2012"	"25"	5946	22511	28457
"2012"	"30"	8048	23204	31252
"2012"	"35"	9769	23511	33280
"2012"	"40"	13409	27155	40564
"2012"	"45"	18549	34416	52965
"2012"	"50"	24148	41939	66087
"2012"	"55"	29892	49390	79282
"2012"	"60"	35651	54585	90236
"2012"	"65"	41484	58403	99887
"2012"	"70"	49935	63162	113097
"2012"	"75"	58962	64098	123060
"2012"	"80"	180449	134218	314667
"2013"	"0"	17242	21500	38742
"2013"	"1"	2892	3443	6335
"2013"	"5"	1555	2168	3723
"2013"	"10"	2024	3401	5425
"2013"	"15"	4134	17308	21442
"2013"	"20"	4658	22430	27088
"2013"	"25"	5879	22131	28010
"2013"	"30"	8030	22807	30837
"2013"	"35"	9879	23670	33549
"2013"	"40"	13261	26982	40243
"2013"	"45"	18925	34367	53292
"2013"	"50"	24161	43002	67163
"2013"	"55"	30988	51116	82104
"2013"	"60"	36480	56308	92788
"2013"	"65"	42895	60058	102953
"2013"	"70"	50939	65255	116194
"2013"	"75"	60466	66388	126854
"2013"	"80"	188312	141237	329549
